,Entity,Code,Year,AvgCigarettePriceDollars,AvgTaxesAsPctCigarettePrice,EnforceBansTobaccoAd,HelpToQuit,ProductionMT,SalePerDay,GDP_USD,ProductionUSD,EconValue,InverseBan,Percentage of Death,NewQuit,Variability,HarmValue
483,Lithuania,LTU,2010,5.241,72.38,4,4,0.0,4.199999809,11987.50841,0.0,0.006019797,0.25,0.001971089,2,0.4620445672641582,3.8161688270574574
484,Luxembourg,LUX,2007,2.253,63.29,4,2,6429.421896,8.300000047,106018.4928,138.4673687,0.000596793,0.25,0.001331623,0,1.9804672338421025,2.892539323880038
485,Luxembourg,LUX,2010,8.388,66.9,4,4,8540.13,3.050000048,104965.3061,432.1746679,0.00063715,0.25,0.001243832,2,1.9804672338421025,1.6471212914719269
486,Madagascar,MDG,2007,1.741,58.9,5,3,20441.66391,8.310000133,438.6555158,145.2021649,0.125992737,0.2,0.000256261,1,1.0865058041934896,-0.16047569467940032
487,Madagascar,MDG,2010,1.741,58.9,5,3,20441.66391,8.310000133,471.959197,145.2021649,0.117604286,0.2,0.000248062,1,1.0865058041934896,-0.17452929028586733
488,Madagascar,MDG,2012,1.934,21.3,5,3,48597.4291,9.710000323,518.1529543,111.3295572,0.040285101,0.2,0.000240906,1,1.0865058041934896,-0.18668188904090144
489,Madagascar,MDG,2014,1.107,58.95,5,3,4632.965331,8.310000133,530.8611206,69.6967644,0.105301907,0.2,0.000233334,1,1.0865058041934896,-0.1994234939972011
490,Malawi,MWI,2007,1.901,21.21,2,2,160236.0,9.700000333,332.2590946,1246.200616,0.061880985,0.5,0.000293674,0,0.04334921092017701,0.40532999744620796
491,Malawi,MWI,2010,1.779,20.35,2,2,220198.0,9.700000333,478.6686885,1246.200616,0.041634862,0.5,0.000267988,0,0.04334921092017701,0.35985997846866746
492,Malawi,MWI,2012,1.901,20.87,2,2,151500.0,9.700000333,391.5617052,1246.200616,0.051927514,0.5,0.00025289,0,0.04334921092017701,0.33372961784814276
493,Malawi,MWI,2014,1.779,20.35,2,2,191967.5,9.700000333,371.2695217,1246.200616,0.053362488,0.5,0.000238087,0,0.04334921092017701,0.3085602554287566
494,Malaysia,MYS,2007,4.896,70.38,4,4,15097.37201,4.55,7243.456801,115.424397,0.009669455,0.25,0.00065367,2,0.5850857563996374,0.1469638168469387
495,Malaysia,MYS,2010,5.694,69.76,4,4,32944.81,4.269999981,9040.568495,219.84652,0.00768671,0.25,0.000707302,2,0.5850857563996374,0.27077876700408376
496,Maldives,MDV,2007,4.972,59.66,4,3,1009.534,4.269999933,5574.401981,9.152271717,0.010645627,0.25,0.000528883,1,1.351857789727837,0.37086550343981706
497,Maldives,MDV,2010,4.738,63.82,5,3,13200.79,4.980000019,7076.739821,110.2868621,0.008977855,0.2,0.000432098,1,1.351857789727837,0.16963867867988291
498,Maldives,MDV,2012,4.796,65.43,5,3,13200.79,4.85,7265.723399,110.6740241,0.008964992,0.2,0.000385232,1,1.351857789727837,0.07679655765481086
499,Maldives,MDV,2014,3.218,69.47,5,2,15902.40379,6.35,8499.307148,100.209757,0.008140384,0.2,0.000370836,0,1.351857789727837,0.548933900229983
500,Mali,MLI,2007,1.899,21.16,2,3,45863.0891,9.710000323,597.4798388,111.3295572,0.034802719,0.5,0.00012747,1,1.5868163686177008,-0.3630336194429504
501,Mali,MLI,2010,1.919,64.35,5,3,21042.80379,8.310000133,710.2742494,145.2021649,0.08672691,0.2,0.000128134,1,1.5868163686177008,-0.3621053881147337
502,Mali,MLI,2012,1.163,63.37,4,3,332.1829744,8.310000133,778.6252695,37.79554528,0.078244506,0.25,0.000128262,1,1.5868163686177008,-0.36192628576198793
503,Malta,MLT,2007,4.454,73.08,4,4,1.9273,5.130000067,19485.87119,0.169846289,0.003743394,0.25,0.001379134,2,0.830513890819916,2.027415308918235
504,Malta,MLT,2010,4.704,75.82,4,4,12722.3226,5.249999952,21799.17426,116.8577413,0.003472079,0.25,0.00132135,2,0.830513890819916,1.8635635622254503
505,Malta,MLT,2012,4.397,73.34,4,4,1.9273,5.120000076,22527.63676,0.169846289,0.003250269,0.25,0.001295299,2,0.830513890819916,1.7903882667824953
506,Malta,MLT,2014,5.004,76.66,4,5,22334.1209,4.030000066,26754.26845,163.2361869,0.00286124,0.25,0.001290165,3,0.830513890819916,1.2760189769631656
507,Marshall Islands,MHL,2007,2.46,60.94,2,4,1714.846,6.64000001,2646.873996,22.60607927,0.022762346,0.5,0.000685162,2,0.017625821091078443,0.21931199646788557
508,Marshall Islands,MHL,2010,2.46,60.94,2,4,1714.846,6.64000001,2846.065542,22.60607927,0.021185999,0.5,0.000715898,2,0.017625821091078443,0.29089254184560054
509,Marshall Islands,MHL,2012,2.426,60.94,2,4,1714.846,7.129999972,3181.6247,20.90894415,0.018972612,0.5,0.000729888,2,0.017625821091078443,0.3237826610205159
510,Marshall Islands,MHL,2014,2.426,60.94,2,4,1714.846,7.129999972,3185.261354,20.90894415,0.018951155,0.5,0.000743813,2,0.017625821091078443,0.3567083302941225
511,Mauritania,MRT,2007,1.665,22.44,2,2,195689.7,9.700000333,1357.124285,1246.200616,0.016399749,0.5,0.000153739,0,0.07913868552648512,0.17474423837909775
512,Mauritania,MRT,2010,2.059,22.45,2,2,181950.1,9.400000285,1610.921603,1177.274942,0.013839907,0.5,0.000145869,0,0.07913868552648512,0.16320576863576994
513,Mauritania,MRT,2012,1.892,21.81,2,2,181950.1,9.700000333,1815.218939,1177.274942,0.011943472,0.5,0.00014236,0,0.07913868552648512,0.1581204242511213
514,Mauritania,MRT,2014,2.059,21.81,2,2,181950.1,9.400000285,1677.109019,1177.274942,0.012920689,0.5,0.000138928,0,0.07913868552648512,0.15318291037389298
515,Mauritius,MUS,2007,5.311,68.83,4,4,22771.88,4.249999952,6574.654338,200.3866891,0.010414571,0.25,0.000806103,2,0.6363110022247076,0.5062300108757372
516,Mauritius,MUS,2010,5.665,66.46,5,4,22993.79,4.289999962,8000.376432,200.3866891,0.008272795,0.2,0.000792324,2,0.6363110022247076,0.4728457039856171
517,Mauritius,MUS,2012,6.315,65.61,5,4,21664.2878,3.560000014,9291.236379,295.169251,0.007036677,0.2,0.000799172,2,0.6363110022247076,0.48941572606316286
518,Mauritius,MUS,2014,4.851,65.32,5,4,22993.79,4.599999952,10153.93269,193.3121645,0.006412372,0.2,0.00081848,2,0.6363110022247076,0.5363638892725813
519,Mexico,MEX,2007,4.465,60.38,2,4,1163.592044,4.799999952,9642.680517,11.50430771,0.006242221,0.5,0.000405264,2,0.8326481953220869,-0.38391159905796635
520,Mexico,MEX,2010,5.035,61.38,2,4,1359.251933,4.149999905,9271.398396,12.86541805,0.006598542,0.5,0.000425548,2,0.8326481953220869,-0.34352722837123695
521,Micronesia (country),FSM,2007,2.339,57.96,2,3,4045.322044,7.259999943,2458.658394,58.85506346,0.02330026,0.5,0.000676086,1,1.0291211386601908,0.6983567419865431
522,Micronesia (country),FSM,2010,2.339,57.87,2,3,5912.54,7.259999943,2885.305492,69.81001631,0.019858314,0.5,0.000704039,1,1.0291211386601908,0.7631628091616418
523,Micronesia (country),FSM,2012,4.304,57.55,2,3,6428.0548,4.910000038,3131.386715,68.311306,0.018211597,0.5,0.000723829,1,1.0291211386601908,0.8095146774495607
524,Micronesia (country),FSM,2014,2.46,60.94,2,4,1715.346,6.64000001,2971.512602,22.60607927,0.020300615,0.5,0.000744792,2,1.0291211386601908,0.3590301820014359
525,Moldova,MDA,2007,2.512,65.13,4,3,688.0176,6.639999962,1531.685476,40.7939512,0.041642571,0.25,0.001721074,1,1.2025583683516117,3.537597332226478
526,Moldova,MDA,2010,2.532,65.43,4,3,1232.898,6.639999962,2437.529978,15.48604682,0.0264888,0.25,0.001869654,1,1.2025583683516117,3.9964856702171287
527,Monaco,MCO,2007,5.004,61.3,2,3,7741.73,4.450000048,169966.3069,422.9559543,0.000360595,0.5,,1,1.0880342502095857,
528,Monaco,MCO,2010,4.524,61.09,2,4,7246.86,5.260000038,150737.8925,385.9586772,0.000405191,0.5,,2,1.0880342502095857,
529,Monaco,MCO,2012,4.524,61.09,2,4,7246.86,5.260000038,157520.2194,385.9586772,0.000387748,0.5,,2,1.0880342502095857,
530,Monaco,MCO,2014,4.524,61.09,2,4,7246.86,5.260000038,189432.37,385.9586772,0.000322438,0.5,,2,1.0880342502095857,
531,Mongolia,MNG,2007,2.686,72.78,4,4,2.6273,6.340000105,1632.727582,1.000084729,0.043610789,0.25,0.000878068,2,2.131783307759676,0.6833336031432995
532,Mongolia,MNG,2010,2.454,62.76,4,4,1360.550513,6.64000001,2643.287083,26.92074012,0.023465679,0.25,0.00088524,2,2.131783307759676,0.7012296222262719
533,Montenegro,MNE,2007,2.978,64.17,4,2,332.0,6.509999991,5976.394145,8.99674572,0.010680009,0.25,0.00249129,0,1.7407784085786795,6.530330598035154
534,Montenegro,MNE,2010,5.643,71.94,4,2,22666.2,4.209999895,6688.4824,200.3866891,0.010698371,0.25,0.002489652,0,1.7407784085786795,6.524749427502569
535,Montenegro,MNE,2012,5.705,69.96,4,4,32944.81,4.269999981,6586.721279,233.2923458,0.010565359,0.25,0.002543091,2,1.7407784085786795,5.7073978754763965
536,Montenegro,MNE,2014,5.635,68.88,4,4,22771.88,4.299999952,7388.147794,200.3866891,0.009279849,0.25,0.002638857,2,1.7407784085786795,6.037594038758761
537,Morocco,MAR,2007,2.635,71.99,4,3,7.0,6.340000105,2499.259938,0.569911377,0.028397475,0.25,0.000538997,1,0.5503755940603754,0.3925773255979146
538,Morocco,MAR,2010,2.683,65.43,4,3,1232.898,6.509999991,2839.92612,15.44737993,0.022777934,0.25,0.000525844,1,0.5503755940603754,0.36436584485736057
539,Mozambique,MOZ,2007,1.223,61.68,4,3,12.78043607,8.310000133,482.1985636,20.80380017,0.120370006,0.25,0.000410842,1,0.28765252634688476,0.12713477441566512
540,Mozambique,MOZ,2010,1.223,61.68,4,3,16.2359998,8.310000133,471.9043433,23.46282963,0.12284085,0.25,0.000401297,1,0.28765252634688476,0.108260038048274
541,Mozambique,MOZ,2012,2.033,66.4,4,3,38.72010455,8.300000143,657.6446765,171.6315778,0.096188318,0.25,0.00038639,1,0.28765252634688476,0.07905156446085526
542,Mozambique,MOZ,2014,1.776,63.92,4,3,53.5189605,8.310000133,673.969212,143.6173529,0.090609264,0.25,0.00036572,1,0.28765252634688476,0.03910942220994729
543,Myanmar,MMR,2007,2.092,65.59,4,3,19982.46793,8.000000095,512.5800861,161.2065147,0.120411128,0.25,0.001411054,1,0.7666829627649813,2.618820084064949
544,Myanmar,MMR,2010,1.18,59.93,4,3,7870.7891,8.310000133,1018.13173,134.231863,0.057195424,0.25,0.001343504,1,0.7666829627649813,2.4261342715445338
545,Myanmar,MMR,2012,1.18,59.93,4,3,7870.7891,8.310000133,1035.80424,134.231863,0.056246509,0.25,0.001315703,1,0.7666829627649813,2.3476645066672925
546,Myanmar,MMR,2014,1.152,59.94,4,4,5296.5836,8.310000133,1140.76652,82.14116112,0.051209728,0.25,0.001298109,2,0.7666829627649813,1.798260274429755
547,Namibia,NAM,2007,2.267,58.52,2,3,7501.3691,7.65999999,4405.410397,122.5622018,0.013196212,0.5,0.000643545,1,1.7992130407263514,0.6239220570027817
548,Namibia,NAM,2010,5.034,69.52,4,3,22666.2,4.219999933,5394.996711,193.3121645,0.012803695,0.25,0.000544042,1,1.7992130407263514,0.4034533962681255
549,Namibia,NAM,2012,5.496,69.77,4,4,29450.5,4.339999962,5942.29274,226.8846597,0.011672866,0.25,0.000507698,2,1.7992130407263514,-0.17420797171535374
550,Namibia,NAM,2014,4.668,71.72,4,4,29450.5,5.309999943,5469.901401,219.8101351,0.013026539,0.25,0.00049426,2,1.7992130407263514,-0.20250916250019224
551,Nauru,NRU,2010,3.211,69.7,4,3,401.36,6.350000096,4752.175082,7.655335553,0.014560448,0.25,,1,0.0,
552,Nauru,NRU,2012,5.701,70.94,4,3,30035.61,4.289999962,9562.667866,233.9244158,0.007391051,0.25,,1,0.0,
553,Nauru,NRU,2014,5.177,69.61,4,3,26541.3,4.439999914,10171.48073,220.8641872,0.006820333,0.25,,1,0.0,
554,Nepal,NPL,2007,1.163,63.39,2,2,276.8,8.310000133,391.3800572,0.365956334,0.150112821,0.5,0.000702915,0,2.1171324136671594,1.2605418019102426
555,Nepal,NPL,2010,1.786,58.05,4,4,19109.42391,8.310000133,592.4012071,147.9534126,0.093482167,0.25,0.000740823,2,2.1171324136671594,0.3496227557036262
556,Netherlands,NLD,2007,4.321,63.12,4,3,17194.73,5.300000191,51733.44213,408.6831693,0.001219357,0.25,0.001801708,1,1.3951722560072575,3.7852220089262065
557,Netherlands,NLD,2010,5.668,73.01,4,4,21594.97,4.5,50950.03434,322.6051199,0.001431947,0.25,0.001765184,2,1.3951722560072575,3.1726367114627587
558,New Zealand,NZL,2007,6.555,74.22,4,5,118.0,3.200000048,32479.98174,139.1792449,0.002282493,0.25,0.001051784,3,1.3446849260444325,0.6285709252422578
559,New Zealand,NZL,2010,4.839,74.66,4,5,18107.8209,4.599999952,33676.77412,95.92048354,0.002214504,0.25,0.000986918,3,1.3446849260444325,0.45951678861840417
560,Nicaragua,NIC,2007,1.79,30.34,2,3,29804.8758,9.160000276,1327.957086,151.9474908,0.022590037,0.5,0.000232208,1,0.8997018183900743,-0.20130776738027306
561,Nicaragua,NIC,2010,1.767,58.52,2,3,7547.5491,8.310000133,1503.872231,134.231863,0.038174859,0.5,0.000220851,1,0.8997018183900743,-0.22015807547603905
562,Nicaragua,NIC,2014,2.363,56.77,2,3,15060.6519,7.259999943,1934.062922,113.5528578,0.028930174,0.5,0.00024283,1,0.8997018183900743,-0.18342498246251338
563,Niger,NER,2007,1.963,48.93,5,3,29803.39592,8.470000171,390.2844802,158.5499873,0.11811195,0.2,7.45e-05,1,0.992753928952965,-0.431862412559298
564,Niger,NER,2010,1.934,21.3,5,3,31825.77201,9.160000276,476.8695322,164.9576734,0.043697509,0.2,7.29e-05,1,0.992753928952965,-0.43375861799872534
565,Niger,NER,2012,1.433,57.8,5,3,12160.421,8.310000133,529.7444581,121.8796804,0.103557181,0.2,7.31e-05,1,0.992753928952965,-0.4335222689953808
566,Niger,NER,2014,1.433,57.8,5,3,12160.421,8.310000133,564.5967488,121.8796804,0.097465992,0.2,7.4e-05,1,0.992753928952965,-0.4324563021584617
567,Nigeria,NGA,2007,2.46,57.88,2,4,25998.8758,6.689999962,1883.461388,170.5134677,0.030267923,0.5,9.43e-05,2,1.4961256580938629,-0.9074345752389494
568,Nigeria,NGA,2010,4.475,64.95,2,4,18153.39,4.870000029,2280.437337,127.6773014,0.028083325,0.5,8e-05,2,1.4961256580938629,-0.9252518272046829
569,Nigeria,NGA,2014,2.563,59.19,2,4,1573.41509,6.519999981,3098.985791,37.92384587,0.018919686,0.5,7.02e-05,2,1.4961256580938629,-0.9369301433988216
570,North Macedonia,MKD,2007,2.966,65.55,4,3,16415.99379,6.479999924,4037.122452,120.1778188,0.016106405,0.25,0.00194273,1,0.9541376657742946,4.226283606769153
571,North Macedonia,MKD,2010,4.502,71.03,4,3,34303.6,5.279999924,4545.392131,206.608768,0.015505973,0.25,0.001906645,1,0.9541376657742946,4.112478856088513
572,Norway,NOR,2007,8.446,67.12,4,4,8540.13,3.400000095,85139.96045,469.0360184,0.000788038,0.25,0.001566207,2,0.8696154109712886,2.5718030736746433
573,Norway,NOR,2010,6.786,67.35,4,4,8356.53,3.5,87693.79007,490.364605,0.000767719,0.25,0.001497997,2,0.8696154109712886,2.3709151775331176
574,Oman,OMN,2007,4.59,65.09,2,3,20084.59,4.900000048,15838.46957,179.0730795,0.004101193,0.5,0.000250867,1,2.3106955081142724,-0.16973679205873687
575,Oman,OMN,2010,4.752,64.0,2,3,16687.29,5.030000019,18712.57015,117.2676157,0.003414325,0.5,0.000238434,1,2.3106955081142724,-0.19085499214630824
576,Pakistan,PAK,2007,1.8,22.48,2,3,29278.6919,9.160000276,908.0950852,151.9474908,0.024453674,0.5,0.000708417,1,2.6360871729905857,0.7733836362453583
577,Pakistan,PAK,2010,1.8,22.48,2,3,29278.6919,9.160000276,987.409712,151.9474908,0.022511346,0.5,0.000675234,1,2.6360871729905857,0.6963939015266645
578,Palau,PLW,2007,2.767,60.67,2,4,721.8734896,6.349999952,10381.42387,13.12324021,0.005827082,0.5,,2,2.96853225176931,
579,Palau,PLW,2010,2.767,60.67,2,4,721.8734896,6.349999952,10356.63362,13.12324021,0.005840989,0.5,,2,2.96853225176931,
580,Palau,PLW,2012,10.772,72.21,4,4,24693.0378,2.940000057,12044.10547,384.703303,0.005977563,0.25,,2,2.96853225176931,
581,Palau,PLW,2014,5.975,75.68,4,4,30884.6278,4.14000001,13711.7617,260.5179579,0.005504173,0.25,,2,2.96853225176931,
582,Panama,PAN,2007,2.767,59.11,2,4,411.8734896,6.349999952,6166.187862,13.12324021,0.009540494,0.5,0.000395798,2,2.036034994001813,-0.40255315541273196
583,Panama,PAN,2010,5.693,65.92,5,5,20338.7,4.199999905,8082.019584,147.9977511,0.008123294,0.2,0.000403194,3,2.036034994001813,-0.8879993594950755
584,Papua New Guinea,PNG,2007,1.822,30.34,4,2,29804.8758,9.160000276,1401.949447,151.9474908,0.021410446,0.25,0.001156812,0,1.041618880223821,2.408935758377874
585,Papua New Guinea,PNG,2010,4.325,59.85,4,2,15079.2419,4.900000048,1949.351185,127.6773014,0.030240631,0.25,0.001159758,0,1.041618880223821,2.4169139469613543
586,Papua New Guinea,PNG,2012,4.314,68.65,4,2,20957.98,4.970000076,2790.676303,197.1125144,0.02430207,0.25,0.001158171,0,1.041618880223821,2.41261536799046
587,Papua New Guinea,PNG,2014,4.314,68.65,4,2,20957.98,4.970000076,2920.782986,197.1125144,0.023232006,0.25,0.00115142,0,1.041618880223821,2.394349241823096
588,Paraguay,PRY,2007,2.46,59.11,2,4,1573.41509,6.629999971,2976.824014,35.60809855,0.01966216,0.5,0.000622284,2,0.0990622964354031,0.07589235824400631
589,Paraguay,PRY,2010,2.534,59.04,2,4,1134.70149,6.519999981,4359.428415,31.90085122,0.013452172,0.5,0.000659305,2,0.0990622964354031,0.15983411265847325
590,Paraguay,PRY,2012,2.638,59.11,2,4,693.6734896,6.339999962,5185.141549,12.21117995,0.011335393,0.5,0.000641207,2,0.0990622964354031,0.11861677836180617
591,Paraguay,PRY,2014,2.767,59.11,2,4,411.8734896,6.349999952,6118.31811,13.12324021,0.009614781,0.5,0.000632654,2,0.0990622964354031,0.09925824948420514
592,Peru,PER,2007,2.346,56.77,2,3,21278.6,7.259999943,3606.070689,151.4858038,0.015620263,0.5,0.000229697,1,0.9003252651503175,-0.20549985174294827
593,Peru,PER,2010,4.534,62.72,2,3,19235.99,4.84000001,5082.353706,145.3396884,0.012265213,0.5,0.000259486,1,0.9003252651503175,-0.15491052911533626
594,Philippines,PHL,2007,2.621,59.11,2,4,1573.41509,6.339999962,1744.639979,20.40633081,0.033319601,0.5,0.00089368,2,1.6938922690002558,0.7223453950627337
595,Philippines,PHL,2010,2.451,75.87,4,4,24145.98402,6.670000029,2217.472153,179.1417439,0.033642332,0.25,0.00091847,2,1.6938922690002558,0.7847116802733449
596,Poland,POL,2007,4.727,73.36,4,4,41621.0,5.699999809,11254.51739,252.3889521,0.006497119,0.25,0.002150187,2,0.546451745523348,4.392655773950025
597,Poland,POL,2010,5.205,74.43,4,4,27998.4,5.0,12613.011,339.3028886,0.005883706,0.25,0.002017625,2,0.546451745523348,3.964507641036665
598,Portugal,PRT,2007,5.353,77.27,4,4,3.266,4.400000095,22782.09462,0.113881371,0.00338596,0.25,0.001199872,2,0.29309108410369494,1.5261491703169332
599,Portugal,PRT,2010,5.294,75.65,4,4,13661.548,3.900000095,22498.69086,95.8539552,0.003356778,0.25,0.001184234,2,0.29309108410369494,1.4834326198491183
600,Qatar,QAT,2007,8.604,68.85,4,4,8356.53,2.930000019,65421.37692,432.1746679,0.001051855,0.25,0.000129868,2,0.45644539508832405,-0.8596745654349258
601,Qatar,QAT,2010,8.604,68.85,4,4,8356.53,2.930000019,67403.08768,432.1746679,0.001020945,0.25,0.000105094,2,0.45644539508832405,-0.8934300169926599
602,Qatar,QAT,2012,8.604,66.9,4,4,8540.13,2.910000038,85075.98654,432.1746679,0.000786047,0.25,9.75e-05,2,0.45644539508832405,-0.9033304719790436
603,Qatar,QAT,2014,8.604,66.9,4,4,8540.13,2.910000038,83858.34046,432.1746679,0.000797456,0.25,9.78e-05,2,0.45644539508832405,-0.9029436155281015
604,Romania,ROU,2007,4.518,61.58,4,4,3100.0,4.699999809,8360.166321,14.99600123,0.007338887,0.25,0.002107714,2,1.1052406033508657,4.254589360167379
605,Romania,ROU,2010,5.887,67.49,4,5,22977.8,4.099999905,8214.076893,147.9977511,0.008182812,0.25,0.002187183,3,1.1052406033508657,4.013587306775752
606,Russia,RUS,2007,4.569,65.49,2,3,19444.19,4.670000029,9101.255049,145.2493168,0.007169945,0.5,0.002408531,1,2.992362083713671,5.749733669083936
607,Russia,RUS,2010,4.689,62.08,2,3,1473.2446,4.939999914,10674.99578,14.38720549,0.005798614,0.5,0.002387098,1,2.992362083713671,5.677530828287256
608,Rwanda,RWA,2007,1.779,20.35,2,2,198862.85,9.700000333,438.6641845,1246.200616,0.045346948,0.5,0.00031416,0,0.15596034670660375,0.4424658454462627
609,Rwanda,RWA,2010,1.779,20.35,2,2,198862.85,9.700000333,609.724917,1246.200616,0.032830828,0.5,0.00029612,0,0.15596034670660375,0.4097242422485892
610,Rwanda,RWA,2012,1.715,19.95,2,2,198862.85,9.700000333,725.1697703,1246.200616,0.027139178,0.5,0.00029366,0,0.15596034670660375,0.40530487791502184
611,Saint Kitts and Nevis,KNA,2007,4.588,64.02,2,3,20201.89,4.740000057,14429.55024,179.0730795,0.004426915,0.5,,1,1.349332368539905,
612,Saint Kitts and Nevis,KNA,2010,4.605,64.02,2,3,20201.89,4.780000067,15510.19915,179.0730795,0.004119111,0.5,,1,1.349332368539905,
613,Saint Kitts and Nevis,KNA,2014,4.504,61.22,2,3,16804.59,5.04000001,18051.17903,117.2676157,0.00338573,0.5,,1,1.349332368539905,
614,Saint Lucia,LCA,2007,4.608,64.89,2,3,19235.99,4.670000029,7969.797993,145.3396884,0.008109021,0.5,0.000536742,1,0.08849410867472898,0.3877258203557067
615,Saint Lucia,LCA,2010,4.666,65.49,2,3,19235.99,5.030000019,8540.07098,144.9525264,0.007639301,0.5,0.000537386,1,0.08849410867472898,0.3891107274010436
616,Saint Lucia,LCA,2012,4.569,65.49,2,3,19444.19,4.670000029,9086.387955,145.2493168,0.007181635,0.5,0.000554784,1,0.08849410867472898,0.4267118224859283
617,Saint Lucia,LCA,2014,4.731,66.56,2,3,19444.19,4.969999981,9843.308534,144.9525264,0.006739195,0.5,0.000584218,1,0.08849410867472898,0.491130889472597
618,Saint Vincent and the Grenadines,VCT,2007,2.657,56.46,2,3,6056.680996,6.329999924,6307.313617,64.88265505,0.008911686,0.5,0.000464429,1,0.007158969004631089,0.23549331058303713
619,Saint Vincent and the Grenadines,VCT,2010,2.657,56.46,2,3,6056.680996,6.329999924,6292.498854,64.88265505,0.008932574,0.5,0.000496354,1,0.007158969004631089,0.30188590854017916
620,Saint Vincent and the Grenadines,VCT,2012,2.657,56.46,2,3,6056.680996,6.329999924,6390.310632,64.88265505,0.008796449,0.5,0.000539051,1,0.007158969004631089,0.3926935783226383
621,Saint Vincent and the Grenadines,VCT,2014,2.657,56.46,2,3,6056.680996,6.329999924,6684.377547,64.88265505,0.008411088,0.5,0.000576989,1,0.007158969004631089,0.47521728789537065
622,Samoa,WSM,2007,2.359,57.87,2,3,5580.44,7.259999943,3133.671327,68.37441435,0.01829871,0.5,0.000822517,1,1.5252054120868082,1.0462223462372762
623,Samoa,WSM,2010,2.231,62.66,4,3,14454.59758,7.65,3566.458277,113.5528578,0.017416696,0.25,0.000837991,1,1.5252054120868082,1.0841443708335352
624,Samoa,WSM,2014,1.957,54.1,4,3,6654.64,8.310000133,3937.779197,122.5622018,0.013645188,0.25,0.000867219,1,1.5252054120868082,1.1563458251205971
625,San Marino,SMR,2007,4.336,59.49,2,3,10865.66,5.280000114,72697.70599,394.2820325,0.000817986,0.5,,1,2.567285603702121,
626,San Marino,SMR,2010,8.922,63.98,4,3,8540.13,2.959999991,60254.7763,432.1746679,0.001061261,0.25,,1,2.567285603702121,
627,San Marino,SMR,2012,4.476,69.87,4,3,1277.078892,5.170000076,49988.46363,9.965953394,0.001396747,0.25,,1,2.567285603702121,
628,San Marino,SMR,2014,8.719,70.91,4,4,21260.09,3.010000038,50817.33082,372.4680947,0.001394417,0.25,,2,2.567285603702121,
629,Sao Tome and Principe,STP,2007,1.652,20.55,2,2,198862.85,9.700000333,896.8677913,1246.200616,0.022654514,0.5,0.000189791,0,2.180527155703372,0.22979569910411757
630,Sao Tome and Principe,STP,2010,1.652,22.44,2,2,195689.7,9.700000333,1090.260763,1246.200616,0.02037328,0.5,0.00018819,0,2.180527155703372,0.2272788915922434
631,Sao Tome and Principe,STP,2012,1.652,22.69,2,2,195689.7,9.700000333,1330.620114,1246.200616,0.016908443,0.5,0.000192631,0,2.180527155703372,0.23427590851183847
632,Sao Tome and Principe,STP,2014,2.505,59.04,2,4,2043.52749,6.519999981,1770.467688,34.74283097,0.032803166,0.5,0.000188975,2,2.180527155703372,-0.7714878702391512
633,Saudi Arabia,SAU,2007,4.227,63.36,2,4,1163.93,5.520000076,16516.63178,12.8029972,0.003828794,0.5,0.000164172,2,1.4795035000055667,-0.8096852655038909
634,Saudi Arabia,SAU,2010,4.161,63.36,2,4,1163.93,5.520000076,19262.5476,12.8029972,0.003283887,0.5,0.000173721,2,1.4795035000055667,-0.7951709198638289
635,Saudi Arabia,SAU,2014,4.161,63.36,2,4,1071.1206,5.520000076,24464.21256,12.8029972,0.002586558,0.5,0.000164152,2,1.4795035000055667,-0.8097154051907657
636,Senegal,SEN,2007,1.79,30.34,2,3,29804.8758,9.160000276,1198.392811,151.9474908,0.025002068,0.5,0.000190263,1,1.4613056700327511,-0.2694610875170812
637,Senegal,SEN,2010,1.58,57.63,2,3,15690.5719,8.310000133,1271.583281,154.3825674,0.044324447,0.5,0.000176738,1,1.4613056700327511,-0.29053449420869537
638,Serbia,SRB,2007,2.116,54.35,4,3,3822.0,8.010000086,5848.476405,38.82532993,0.009250104,0.25,0.002599785,1,1.3086103251209775,6.402433982385414
639,Serbia,SRB,2010,4.631,54.49,4,4,4952.0,4.939999914,5735.422857,94.01635257,0.00945576,0.25,0.002739616,2,1.3086103251209775,6.38890699188396
640,Seychelles,SYC,2007,4.689,62.38,2,3,1347.44989,4.919999933,12154.82994,14.97612462,0.005118992,0.5,0.00083178,1,1.3695465106393196,1.0688976536476555
641,Seychelles,SYC,2010,4.696,69.8,4,3,26228.49,5.05,10804.68447,250.0242355,0.006439383,0.25,0.00084865,1,1.3695465106393196,1.1103890097828277
642,Seychelles,SYC,2012,4.882,72.38,4,3,31449.58,4.769999933,12006.68296,264.8827308,0.006010212,0.25,0.000850553,1,1.3695465106393196,1.115085033703607
643,Seychelles,SYC,2014,4.765,74.0,4,4,28427.92,4.909999943,14700.33434,267.0764026,0.005021271,0.25,0.0008474,2,1.3695465106393196,0.6073061089752172
644,Sierra Leone,SLE,2007,1.779,20.35,2,2,188444.25,9.700000333,360.3716605,1246.200616,0.054932669,0.5,0.000396515,0,0.06426867320925335,0.5988542075873763
645,Sierra Leone,SLE,2010,1.779,20.35,2,2,187570.65,9.700000333,401.8348761,1246.200616,0.049402065,0.5,0.000370581,0,0.06426867320925335,0.5484432444808239
